titulo,link,descricao,fonte,data_publicacao,fim_inscricao,situacao,extras
PI 40/2025: NAPI Agrogenômica - Soja,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/atodefa2362025aprovacaoplanodetrabalhopi402025napiagrogenomicasoja.pdf,"A ""PI 40/2025 - NAPI Agrogenômica Soja"" visa desenvolver a plataforma biotecnológica preditiva (CORE) visando aumentar o ganho genético pelo melhoramento de soja em 50%, aplicando o estado-da-arte da genômica, transcriptômica, proteômica, ambiômica, inteligência artificial e edição gênica e obtendo linhagens superiores de soja para produtividade de grãos resilientes aos estresses de seca e alta temperatura.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 236/2025 : Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/atodefa2362025aprovacaoplanodetrabalhopi402025napiagrogenomicasoja.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 40/2025'}"
PI 39/2025: CitrusBot1 - Tecnologias para Laranjas,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-01/atodefa2552025aprovacaoplanodetrabalhopi392025citrusbot.pdf,PI 39/2025: CitrusBot1 - Tecnologias para Laranjas,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 255/2025: Aprovação do Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-01/atodefa2552025aprovacaoplanodetrabalhopi392025citrusbot.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 39/2025'}"
PI 38/25: Patrulheiros da Sustentabilidade,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/ato_defa_214-2025_pi_38-2025_patrulheiros_assinado_0.pdf,PI 38/25: Patrulheiros da Sustentabilidade,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 214/2025: Aprovação do Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/ato_defa_214-2025_pi_38-2025_patrulheiros_assinado_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 38/25'}"
PI 37/25: SABIÁ (Guarapuava),https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/atodefa2092025pi372025sabiadatalake.pdf,PI 37/25: SABIÁ (Guarapuava),Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 209/2025: Aprovação do Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/atodefa2092025pi372025sabiadatalake.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 37/25'}"
PI 36/25: InovaOstra,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-11/ato_defa_205-2025_errata_do_ato_defa_205-2025_3.pdf,PI 36/25: InovaOstra,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 205b/2025 | PI 36/2025 - Maricultura: Errata do Ato 205a/2025', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-11/ato_defa_205-2025_errata_do_ato_defa_205-2025_3.pdf'}, {'nome': 'Ato DEFA 205a/2025 | PI 36/2025 - Maricultura: Errata do Ato 202/2025', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/ato_defa_205_2025_retificacao_do_ato_defa_202_2025_assinado.pdf'}, {'nome': 'Ato DEFA 202/2025 | PI 36/2025 - Maricultura: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-11/ato_defa_202-2025_assinado_e-protocolo.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 36/25'}"
PI 35/25. PIPAD,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/pi_35-2025_paternidade.pdf,PI 35/25. PIPAD,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 35/2025 - PIPAD', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/pi_35-2025_paternidade.pdf'}, {'nome': 'Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/pi_35-2025_paternidade_anexos.docx'}, {'nome': 'Ato DEFA 204/2025: Resultado Final', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa2042025pi352025resultadodaaprovacao.pdf_-_atodefa2042025pi352025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 34/25: Dupla-Diplomação,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1892025aprovacaoplanodetrabalhopi342025dupladiplomacaoipb_0.pdf,PI 34/25: Dupla-Diplomação,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 189/2025: Aprovação no Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1892025aprovacaoplanodetrabalhopi342025dupladiplomacaoipb_0.pdf'}, {'nome': 'Ato DEFA 192/2025: Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1922025retificacaodoatodefa1892025_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 34/25'}"
PI 33/25: NAPI Robótica,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1932025aprovacaoplanodetrabalhopi332025napirobotica.pdf,PI 33/25: NAPI Robótica,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 193/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1932025aprovacaoplanodetrabalhopi332025napirobotica.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 33/25'}"
PI 32/25. Resiliência Climática RS,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_32-2025_boticario_rs_1.pdf,PI 32/25. Resiliência Climática RS,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 32/2025 - Resiliência Climática', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_32-2025_boticario_rs_1.pdf'}, {'nome': 'Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_32-2025_boticario_rs_anexos.docx'}, {'nome': 'Ato DEFA 215/2025: Resultado Final', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-10/atodefa2152025pi322025resultadodaaprovacao.pdf_-_atodefa2152025pi322025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 30/25: Mobility Confap Italy - MCI,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_30-2025_mci.pdf,"O PI 30/2025 - Programa Mobility Confap Italy (MCI) – Fundação Araucária 2025 tem como objetivo apoiar a colaboração efetiva entre pesquisadores de universidades paranaenses e de universidades italianas para promover a cooperação científica, tecnológica e de inovação, por meio de bolsas de Pós-doutorado e doutorado sanduíche.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 30/2025 - MCI 2025', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_30-2025_mci.pdf'}, {'nome': 'Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_30-2025_mci_anexos_0.docx'}, {'nome': 'Ato DEFA 221/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-11/atodefa2212025pi3025mciresultadodaaprovacao_0.pdf'}, {'nome': 'Ato DEFA 256/2025: Retificação do Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/atodefa2562025retificacaomcicoordenadores_att_0.pdf'}, {'nome': 'Ato DEFA 015/2026: Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2026-02/atodefa0152026mciretificacaocoordenadores.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 30/25'}"
PI 29/25. Pós-Graduação,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_29-2025_capes_3x3_0.pdf,PI 29/25. Pós-Graduação,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 29/2025 - Programa 3x3', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_29-2025_capes_3x3_0.pdf'}, {'nome': 'Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/pi_29-2025_capes_3x3_anexos.docx'}, {'nome': 'Ato DEFA 196/2025: Resultado Final', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1962025pi292025capesresultadodaaprovacao.pdf_-_atodefa1962025pi292025capesresultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 28/25: Céus Históricos no Planetário,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/ato_defa_166.2025_pi_28.2025_aprovacao_de_plano_de_trabalho.pdf,PI 28/25: Céus Históricos no Planetário,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 166/2025: Aprovação do Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/ato_defa_166.2025_pi_28.2025_aprovacao_de_plano_de_trabalho.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 28/25'}"
PI 27/25. Ganhando o Mundo da Ciência: Wageningen,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_27-2025_wur.pdf,PI 27/25. Ganhando o Mundo da Ciência: Wageningen,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 27/2025 - WUR', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_27-2025_wur.pdf'}, {'nome': 'PI 27/2025 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_27-2025_wur_anexos.docx'}, {'nome': 'PI 27/2025 - Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa1552025pi272025retificacaogmcwur_0.pdf'}, {'nome': 'Ato DEFA 161/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-08/atodefa1612025pi272025resultadofinalgmcwur_0.pdf'}, {'nome': 'Ato DEFA 248/2025: Definição dos Valores das Bolsas', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/atodefa2482025definicaodosvaloresdasbolsasprogramaganhandoomundo.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 27/25. Ganhando o Mundo da Ciência'}"
PI 26/25. Ganhando o Mundo da Ciência: Compiègne,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_26-2025_utc.pdf,PI 26/25. Ganhando o Mundo da Ciência: Compiègne,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 26/2025 - UTC', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_26-2025_utc.pdf'}, {'nome': 'PI 26/2025 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_26-2025_utc_anexos.docx'}, {'nome': 'Ato DEFA 150/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa1502025pi262025resultadofinalcompiegneutc.pdf_-_atodefa1502025pi262025resultadofinalcompiegneutc.pdf'}, {'nome': 'Ato DEFA 248/2025: Definição dos Valores das Bolsas', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-12/atodefa2482025definicaodosvaloresdasbolsasprogramaganhandoomundo.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 26/25. Ganhando o Mundo da Ciência'}"
PI 25/25. Jovens Cientistas (Serrapilheira),https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_25-2025_serrapilheira.pdf,"O ""PI 25/2025 - Programa de Apoio a Jovens Cientistas Fundação Araucária & Instituto Serrapilheira"" tem por objetivo apoiar projeto de cooperação mútua na área de Ciências do Solo e que visa à criação de novas redes de cooperação científica, tecnológica e de inovação.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 25/2025 - Serrapilheira', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_25-2025_serrapilheira.pdf'}, {'nome': 'PI 25/2025 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/pi_25-2025_serrapilheira_anexos.docx'}, {'nome': 'Ato DEFA 156/2025: Alteração no Cronograma', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa1562025pi252025alteracoes.pdf'}, {'nome': 'Ato DEFA 168/2025: Resultado Final', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-09/atodefa1682025pi252025resultadodaaprovacao.pdf_-_atodefa1682025pi252025resultadodaaprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 24/25. NAPI Biogás,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/atodefa0992025aprovacaoplanodetrabalhopi242025napibiogas_0.pdf,"O ""PI 24/2025 - NAPI Cadeia do Biogás no Estado do Paraná (NAPI Biogás)"" tem como objetivo desenvolver, integrar e coordenar ações estruturantes em biogás e biometano incentivando a produção científica, tecnológica e de inovação para o atendimento de demandas prioritárias para o avanço do biogás no Paraná, promovendo a integração entre academia, setor público e privado.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 099/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/atodefa0992025aprovacaoplanodetrabalhopi242025napibiogas_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 23/25. NAPI PITIS (Saúde),https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/atodefa1002025aprovacaoplanodetrabalhopi232025napipitis_0.pdf,"O ""PI 23/2025 - NAPI Polo de Inovação, Tecnologia e Interoperabilidade em Saúde (NAPI PITIS)"" visa desenvolver o Modelo de Negócio, forma de operacionalização e direcionamento de P&D para o PITIS nas Regiões Metropolitanas de Maringá e Londrina, com foco em tecnologia, interoperabilidade de sistemas, governança e mercado da saúde, visando a Saúde 5.0.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 100/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/atodefa1002025aprovacaoplanodetrabalhopi232025napipitis_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 22/25: NAPI Lutas Marciais,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa146.2025_aprovacao.pdf,PI 22/25: NAPI Lutas Marciais,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 146/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa146.2025_aprovacao.pdf'}, {'nome': 'Ato DEFA 152/2025: Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa_152.2025_retificacao_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 22/25'}"
PI 21/25. Wallonie Bruxelles,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_21-2025_wbi.pdf,"O ""PI 21/2025 - Programa Confap & Wallonie Bruxelles – Bélgica 2024."" visa apoiar projetos de cooperação mútua, possibilitando o intercâmbio de pesquisadores brasileiros e belgas; organização de seminários e workshops; preparação e coordenação de atividades de C,T&I; além de incentivar a aproximação entre a academia e a indústria, com a finalidade de impulsionar a inovação nas áreas de Ciência da Vida e Meio Ambiente; para projetos aprovados na Chamada Confap.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 21/2025 - WBI 2024', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_21-2025_wbi.pdf'}, {'nome': 'Anexos WBI', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_21-2025_wbi_anexos.docx'}, {'nome': 'Ato DEFA 119/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_119-2025_-_wbi_resultado_da_aprovacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 20/25: SECTES-PR 2025,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_105.2025_-_pi_20.2025_-_semana_estadual_de_ciencia_tecnologia_e_ensino_superior_do_parana_0.pdf,PI 20/25: SECTES-PR 2025,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 105/2025: Aprovação no Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_105.2025_-_pi_20.2025_-_semana_estadual_de_ciencia_tecnologia_e_ensino_superior_do_parana_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 20/25'}"
PI 19/25: Anel de Conectividade,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_09.2025_-_pi_19.2025_-_anel_de_conectividade_aprovacao_de_plano_de_trabalho_1.pdf,PI 19/25: Anel de Conectividade,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 093/2025: Aprovação no Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_09.2025_-_pi_19.2025_-_anel_de_conectividade_aprovacao_de_plano_de_trabalho_1.pdf'}, {'nome': 'Ato DEFA 107/2025: Retificação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_107.2025_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'PI 19/25'}"
PI 18/25. Quintas Paraná Faz Ciência,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/atodefa0862025aprovacaoplanodetrabalhopi18_2025quintasdaciencia_0.pdf,PI 18/25. Quintas Paraná Faz Ciência,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 086/2025: Aprovação no Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/atodefa0862025aprovacaoplanodetrabalhopi18_2025quintasdaciencia_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 16/25. ERC - IA,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_16-2025_erc_ia.pdf,"O ""PI 16/2025 - Programa de Cooperação ERC IA (Confap - CNPq - Araucária) 2024"" visa apoiar o intercâmbio de pesquisadores doutores, para integrar equipes na Europa com projetos financiados pelo Conselho Europeu de Pesquisa (ERC).",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 16/2025 - ERC 2024', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_16-2025_erc_ia.pdf'}, {'nome': 'Anexos ERC', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/pi_16-2025_erc_ia_anexos_0.docx'}, {'nome': 'Ato DEFA 103/2025: Inclusão', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_103-2025_-_pi_16-2025_erc_2025_inclusao_de_bolsa.pdf'}, {'nome': 'Ato DEFA 132/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa1322025pi162025ercresultadofinal.pdf_-_atodefa1322025pi162025ercresultadofinal.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 15/25. Mitacs GRA,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/pi_15-2025_mitacs_gra.pdf,PI 15/25. Mitacs GRA,Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'PI 15/2025 - MITACS GRA', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/pi_15-2025_mitacs_gra.pdf'}, {'nome': 'PI 15/2025 - Anexos', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-05/pi_15-2025_mitacs_gra_anexos.docx'}, {'nome': 'Ato DEFA 127/2025: Suplementação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/atodefa1272025pi152025suplementacao_1.pdf'}, {'nome': 'Ato DEFA 144/2025: Resultado', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa14425pi1525mitacsgraresultadodeinexigibilidade.pdf'}, {'nome': 'Ato DEFA 145/2025: Retificação', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-07/atodefa14525pi152025mitacsgraretificacao.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 14/25. NAPI Proteômica,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_112.2025_-_pi_14.2025_napi_proteomica_aprovacao_de_plano_de_trabalho.pdf,"O ""PI 14/2025 - NAPI Proteômica"" tem como objetivo estabelecer uma abordagem integrada, multidisciplinar e translacional para enfrentar o desafio dos microrganismos multirresistentes e agravos de interesse de saúde pública no Paraná, alinhada ao conceito de One Health que reconhece a saúde como um produto da interação entre pessoas, animais e o meio ambiente, buscando criar um Atlas computacional interativo para a medicina de precisão e vigilância em saúde, e capacitar e fixar jovens pesquisadores no Paraná, especialmente em áreas de alta demanda como espectrometria de massas e inteligência artificial.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 112/2025: Aprovação do Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_112.2025_-_pi_14.2025_napi_proteomica_aprovacao_de_plano_de_trabalho.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
PI 13/25. NAPI Space,https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_101.2025_pi_13.2025_napi_space_-_aprovacao_de_plano_de_trabalho_0.pdf,"O ""PI 13/2025 - NAPI Space"" tem como objetivo constituir um NAPI Space voltado à pesquisa e novos negócios de interesse para o estado do Paraná, ao desenvolver serviços e aplicações com base nos dados dos satélites já existentes, por meio do uso de tecnologias como Inteligência Artificial e Internet das Coisas.",Fundação Araucária,,,Aberto,"{'anexos': [{'nome': 'Ato DEFA 101/2025: Aprovação de Plano de Trabalho', 'url': 'https://www.fappr.pr.gov.br/sites/fundacao-araucaria/arquivos_restritos/files/documento/2025-06/ato_defa_101.2025_pi_13.2025_napi_space_-_aprovacao_de_plano_de_trabalho_0.pdf'}], 'fonte_original': 'https://www.fappr.pr.gov.br/Pagina/Programas-2025', 'tipo_chamada': 'Chamada'}"
